date,year,month,fiscalyear,business_area_code,school,emissions,trips
01-12-2020,2020,12,FY20-21,120,Whiting School of Engineering,1.028336483,4
01-12-2020,2020,12,FY20-21,170,School of Medicine (SOM),1.385517018,8
01-12-2020,2020,12,FY20-21,235,JHPEIGO,4.283799698,5
01-12-2020,2020,12,FY20-21,630,Sibley Memorial Hospital,0.195415157,2
01-01-2021,2021,1,FY20-21,0,Unavailable,0.439228741,4
01-01-2021,2021,1,FY20-21,101,University Administration,0.765390342,4
01-01-2021,2021,1,FY20-21,115,Krieger School of Arts and Sciences,0.37886081,2
01-01-2021,2021,1,FY20-21,160,Bloomberg School of Public Health,0.752763789,1
01-01-2021,2021,1,FY20-21,165,School of Nursing (SON),1.968209844,4
01-01-2021,2021,1,FY20-21,170,School of Medicine (SOM),7.322489501,23
01-02-2021,2021,2,FY20-21,0,Unavailable,17.59849685,29
01-02-2021,2021,2,FY20-21,101,University Administration,0.778408044,5
01-02-2021,2021,2,FY20-21,110,Homewood Student Affairs,0.318492878,6
01-02-2021,2021,2,FY20-21,115,Krieger School of Arts and Sciences,0.384585355,5
01-02-2021,2021,2,FY20-21,120,Whiting School of Engineering,0.257084121,1
01-02-2021,2021,2,FY20-21,165,School of Nursing (SON),0.107985739,2
01-02-2021,2021,2,FY20-21,170,School of Medicine (SOM),1.912391814,16
01-02-2021,2021,2,FY20-21,235,JHPEIGO,3.333268965,4
01-02-2021,2021,2,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.328901142,4
01-03-2021,2021,3,FY20-21,0,Unavailable,27.83163679,46
01-03-2021,2021,3,FY20-21,115,Krieger School of Arts and Sciences,1.299307495,5
01-03-2021,2021,3,FY20-21,120,Whiting School of Engineering,0.257084121,1
01-03-2021,2021,3,FY20-21,165,School of Nursing (SON),0.107985739,2
01-03-2021,2021,3,FY20-21,170,School of Medicine (SOM),0.788425998,7
01-03-2021,2021,3,FY20-21,235,JHPEIGO,6.744132275,8
01-03-2021,2021,3,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.974798395,10
01-03-2021,2021,3,FY20-21,480,Johns Hopkins Hospital,0.205303007,2
01-03-2021,2021,3,FY20-21,659,WEST COAST NEONATOLOGY,0.129973197,1
01-04-2021,2021,4,FY20-21,0,Unavailable,6.424228183,37
01-04-2021,2021,4,FY20-21,101,University Administration,0.444432873,4
01-04-2021,2021,4,FY20-21,115,Krieger School of Arts and Sciences,0.972618109,3
01-04-2021,2021,4,FY20-21,120,Whiting School of Engineering,0.834091036,8
01-04-2021,2021,4,FY20-21,160,Bloomberg School of Public Health,0.420578255,4
01-04-2021,2021,4,FY20-21,165,School of Nursing (SON),0.434675125,6
01-04-2021,2021,4,FY20-21,170,School of Medicine (SOM),6.496819266,35
01-04-2021,2021,4,FY20-21,235,JHPEIGO,4.519981423,13
01-04-2021,2021,4,FY20-21,440,JH Community Physicians,0.689816476,2
01-04-2021,2021,4,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.923473223,9
01-04-2021,2021,4,FY20-21,480,Johns Hopkins Hospital,4.865122266,12
01-04-2021,2021,4,FY20-21,520,Johns Hopkins International,0.259946393,2
01-04-2021,2021,4,FY20-21,550,Johns Hopkins HealthCare,1.288816015,11
01-04-2021,2021,4,FY20-21,659,WEST COAST NEONATOLOGY,0.129973197,1
01-05-2021,2021,5,FY20-21,0,Unavailable,78.00550858,262
01-05-2021,2021,5,FY20-21,101,University Administration,0.804038394,9
01-05-2021,2021,5,FY20-21,110,Homewood Student Affairs,4.650701167,60
01-05-2021,2021,5,FY20-21,115,Krieger School of Arts and Sciences,1.337706942,12
01-05-2021,2021,5,FY20-21,120,Whiting School of Engineering,4.799510737,32
01-05-2021,2021,5,FY20-21,125,School of Education,0.099008611,1
01-05-2021,2021,5,FY20-21,130,Sheridan Libraries,0.794355674,2
01-05-2021,2021,5,FY20-21,140,NITZE SCH ADV INT STUDIES-SAIS,1.14254386,1
01-05-2021,2021,5,FY20-21,160,Bloomberg School of Public Health,4.39198993,29
01-05-2021,2021,5,FY20-21,165,School of Nursing (SON),0.292602322,2
01-05-2021,2021,5,FY20-21,170,School of Medicine (SOM),7.243107944,24
01-05-2021,2021,5,FY20-21,215,CENTER FOR TALENTED YOUTH,0.456402376,4
01-05-2021,2021,5,FY20-21,235,JHPEIGO,18.63133819,40
01-05-2021,2021,5,FY20-21,440,JH Community Physicians,0.80021972,3
01-05-2021,2021,5,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.697223585,8
01-05-2021,2021,5,FY20-21,480,Johns Hopkins Hospital,0.387187421,2
01-05-2021,2021,5,FY20-21,550,Johns Hopkins HealthCare,0.914320309,14
01-05-2021,2021,5,FY20-21,630,Sibley Memorial Hospital,0.316018006,6
01-05-2021,2021,5,FY20-21,659,WEST COAST NEONATOLOGY,1.01860378,9
01-06-2021,2021,6,FY20-21,0,Unavailable,32.69413424,89
01-06-2021,2021,6,FY20-21,101,University Administration,2.4802869,25
01-06-2021,2021,6,FY20-21,110,Homewood Student Affairs,4.644154741,46
01-06-2021,2021,6,FY20-21,112,U-WIDE STUDENT AFFAIRS,0.289015835,4
01-06-2021,2021,6,FY20-21,115,Krieger School of Arts and Sciences,2.519035024,7
01-06-2021,2021,6,FY20-21,120,Whiting School of Engineering,1.782617295,3
01-06-2021,2021,6,FY20-21,125,School of Education,1.442325184,16
01-06-2021,2021,6,FY20-21,140,NITZE SCH ADV INT STUDIES-SAIS,1.843995343,5
01-06-2021,2021,6,FY20-21,160,Bloomberg School of Public Health,4.764882844,23
01-06-2021,2021,6,FY20-21,165,School of Nursing (SON),0.832992614,10
01-06-2021,2021,6,FY20-21,170,School of Medicine (SOM),8.624508047,47
01-06-2021,2021,6,FY20-21,211,HUMAN LANGUAGE TECHNOLOGY COE,0.191512058,2
01-06-2021,2021,6,FY20-21,235,JHPEIGO,15.12478863,30
01-06-2021,2021,6,FY20-21,440,JH Community Physicians,0.28544664,5
01-06-2021,2021,6,FY20-21,450,JH HEALTH SYSTEM CORPORATION,1.312026149,12
01-06-2021,2021,6,FY20-21,453,CONSOLIDATED SERVICE CENTER,0.21961437,2
01-06-2021,2021,6,FY20-21,480,Johns Hopkins Hospital,0.212458689,2
01-06-2021,2021,6,FY20-21,550,Johns Hopkins HealthCare,0.947152024,9
01-06-2021,2021,6,FY20-21,587,EMRS PROJECT,1.969243549,18
01-06-2021,2021,6,FY20-21,658,PEDIATRIC PHYSICIANS SERVICES,0.691415647,10
01-06-2021,2021,6,FY20-21,659,WEST COAST NEONATOLOGY,0.259946393,2
01-07-2021,2021,7,FY21-22,0,Unavailable,25.44808621,145
01-07-2021,2021,7,FY21-22,101,University Administration,3.568535404,31
01-07-2021,2021,7,FY21-22,110,Homewood Student Affairs,6.952292946,55
01-07-2021,2021,7,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.097577475,2
01-07-2021,2021,7,FY21-22,115,Krieger School of Arts and Sciences,2.675051492,14
01-07-2021,2021,7,FY21-22,120,Whiting School of Engineering,1.490953835,9
01-07-2021,2021,7,FY21-22,125,School of Education,0.137128878,2
01-07-2021,2021,7,FY21-22,126,Carey Business School,0.577528549,5
01-07-2021,2021,7,FY21-22,135,PEABODY INSTITUTE,0.127255035,2
01-07-2021,2021,7,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,5.385541477,10
01-07-2021,2021,7,FY21-22,141,BOLOGNA CENTER,0.660534875,2
01-07-2021,2021,7,FY21-22,160,Bloomberg School of Public Health,11.04020711,52
01-07-2021,2021,7,FY21-22,165,School of Nursing (SON),1.268322543,4
01-07-2021,2021,7,FY21-22,170,School of Medicine (SOM),12.11678746,73
01-07-2021,2021,7,FY21-22,215,CENTER FOR TALENTED YOUTH,1.484919023,9
01-07-2021,2021,7,FY21-22,235,JHPEIGO,10.16330881,25
01-07-2021,2021,7,FY21-22,440,JH Community Physicians,2.582568064,18
01-07-2021,2021,7,FY21-22,450,JH HEALTH SYSTEM CORPORATION,2.0102894,20
01-07-2021,2021,7,FY21-22,480,Johns Hopkins Hospital,0.314980089,4
01-07-2021,2021,7,FY21-22,550,Johns Hopkins HealthCare,0.418412213,6
01-07-2021,2021,7,FY21-22,555,JOHNS HOPKINS IMAGING LLC,0.149228485,2
01-07-2021,2021,7,FY21-22,587,EMRS PROJECT,0.109807185,1
01-08-2021,2021,8,FY21-22,0,Unavailable,98.1889933,311
01-08-2021,2021,8,FY21-22,101,University Administration,7.633481977,42
01-08-2021,2021,8,FY21-22,110,Homewood Student Affairs,3.791058885,24
01-08-2021,2021,8,FY21-22,115,Krieger School of Arts and Sciences,5.337208281,33
01-08-2021,2021,8,FY21-22,120,Whiting School of Engineering,4.749949969,29
01-08-2021,2021,8,FY21-22,125,School of Education,0.563867702,5
01-08-2021,2021,8,FY21-22,130,Sheridan Libraries,0.831620294,6
01-08-2021,2021,8,FY21-22,135,PEABODY INSTITUTE,0.782975667,6
01-08-2021,2021,8,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,6.287452306,17
01-08-2021,2021,8,FY21-22,160,Bloomberg School of Public Health,0.849574549,8
01-08-2021,2021,8,FY21-22,165,School of Nursing (SON),1.049618896,2
01-08-2021,2021,8,FY21-22,170,School of Medicine (SOM),36.13376748,162
01-08-2021,2021,8,FY21-22,210,BIOETHICS INSTITUTE,0.404621263,4
01-08-2021,2021,8,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,0.109078281,2
01-08-2021,2021,8,FY21-22,215,CENTER FOR TALENTED YOUTH,0.383204279,1
01-08-2021,2021,8,FY21-22,235,JHPEIGO,15.71426406,41
01-08-2021,2021,8,FY21-22,400,JH Bayview Medical Center,0.186828339,4
01-08-2021,2021,8,FY21-22,440,JH Community Physicians,0.995940762,10
01-08-2021,2021,8,FY21-22,450,JH HEALTH SYSTEM CORPORATION,3.900305886,40
01-08-2021,2021,8,FY21-22,453,CONSOLIDATED SERVICE CENTER,0.186828339,4
01-08-2021,2021,8,FY21-22,480,Johns Hopkins Hospital,3.363525907,39
01-08-2021,2021,8,FY21-22,540,JHHCG PHARMAQUIP,0.324217424,2
01-08-2021,2021,8,FY21-22,550,Johns Hopkins HealthCare,0.314069366,2
01-08-2021,2021,8,FY21-22,555,JOHNS HOPKINS IMAGING LLC,0.149228485,2
01-08-2021,2021,8,FY21-22,587,EMRS PROJECT,0.852896232,12
01-08-2021,2021,8,FY21-22,630,Sibley Memorial Hospital,0.638673798,1
01-08-2021,2021,8,FY21-22,654,ACH FOUNDATION,0.151830551,2
01-08-2021,2021,8,FY21-22,659,WEST COAST NEONATOLOGY,0.172907286,2
01-09-2021,2021,9,FY21-22,0,Unavailable,24.93812643,198
01-09-2021,2021,9,FY21-22,101,University Administration,0.858811883,10
01-09-2021,2021,9,FY21-22,110,Homewood Student Affairs,5.355560193,30
01-09-2021,2021,9,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.806849678,2
01-09-2021,2021,9,FY21-22,115,Krieger School of Arts and Sciences,4.631858308,24
01-09-2021,2021,9,FY21-22,120,Whiting School of Engineering,1.435820019,14
01-09-2021,2021,9,FY21-22,125,School of Education,0.192813091,3
01-09-2021,2021,9,FY21-22,126,Carey Business School,1.6316022,9
01-09-2021,2021,9,FY21-22,130,Sheridan Libraries,0.383204279,1
01-09-2021,2021,9,FY21-22,135,PEABODY INSTITUTE,0.110587805,2
01-09-2021,2021,9,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,1.443132615,7
01-09-2021,2021,9,FY21-22,141,BOLOGNA CENTER,1.238749784,4
01-09-2021,2021,9,FY21-22,160,Bloomberg School of Public Health,7.762334477,25
01-09-2021,2021,9,FY21-22,165,School of Nursing (SON),3.643008439,9
01-09-2021,2021,9,FY21-22,170,School of Medicine (SOM),9.352165957,44
01-09-2021,2021,9,FY21-22,210,BIOETHICS INSTITUTE,0.806849678,2
01-09-2021,2021,9,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,1.633647921,4
01-09-2021,2021,9,FY21-22,235,JHPEIGO,14.35685586,30
01-09-2021,2021,9,FY21-22,440,JH Community Physicians,1.019502184,12
01-09-2021,2021,9,FY21-22,450,JH HEALTH SYSTEM CORPORATION,1.365386761,19
01-09-2021,2021,9,FY21-22,480,Johns Hopkins Hospital,0.222994147,3
01-09-2021,2021,9,FY21-22,520,Johns Hopkins International,2.565545249,2
01-09-2021,2021,9,FY21-22,550,Johns Hopkins HealthCare,1.275914213,12
01-09-2021,2021,9,FY21-22,630,Sibley Memorial Hospital,1.275703648,2
01-10-2021,2021,10,FY21-22,0,Unavailable,51.65281572,261
01-10-2021,2021,10,FY21-22,100,INSTITUTION WIDE FUNDS,0.115746223,2
01-10-2021,2021,10,FY21-22,101,University Administration,1.732899474,9
01-10-2021,2021,10,FY21-22,110,Homewood Student Affairs,5.128819634,51
01-10-2021,2021,10,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.806849678,2
01-10-2021,2021,10,FY21-22,115,Krieger School of Arts and Sciences,4.756409901,26
01-10-2021,2021,10,FY21-22,120,Whiting School of Engineering,7.372152562,39
01-10-2021,2021,10,FY21-22,125,School of Education,3.45130085,13
01-10-2021,2021,10,FY21-22,126,Carey Business School,3.002399262,10
01-10-2021,2021,10,FY21-22,130,Sheridan Libraries,0.383204279,1
01-10-2021,2021,10,FY21-22,135,PEABODY INSTITUTE,0.98995601,13
01-10-2021,2021,10,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,5.228747374,17
01-10-2021,2021,10,FY21-22,141,BOLOGNA CENTER,0.18370586,4
01-10-2021,2021,10,FY21-22,160,Bloomberg School of Public Health,10.39520415,44
01-10-2021,2021,10,FY21-22,165,School of Nursing (SON),0.149879002,2
01-10-2021,2021,10,FY21-22,170,School of Medicine (SOM),22.43463444,106
01-10-2021,2021,10,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,1.598660437,6
01-10-2021,2021,10,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,0.137128878,2
01-10-2021,2021,10,FY21-22,215,CENTER FOR TALENTED YOUTH,0.823568327,3
01-10-2021,2021,10,FY21-22,235,JHPEIGO,23.24690877,55
01-10-2021,2021,10,FY21-22,450,JH HEALTH SYSTEM CORPORATION,1.103796397,9
01-10-2021,2021,10,FY21-22,480,Johns Hopkins Hospital,3.146179535,21
01-10-2021,2021,10,FY21-22,550,Johns Hopkins HealthCare,0.301319243,4
01-10-2021,2021,10,FY21-22,587,EMRS PROJECT,0.220264887,3
01-10-2021,2021,10,FY21-22,630,Sibley Memorial Hospital,0.638673798,1
01-10-2021,2021,10,FY21-22,650,All Children’s Hospital,0.459004442,4
01-10-2021,2021,10,FY21-22,655,ACH RESEARCH INSTITUTE,0.543311381,4
01-10-2021,2021,10,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,0.308865234,2
01-11-2021,2021,11,FY21-22,0,Unavailable,79.81866328,302
01-11-2021,2021,11,FY21-22,100,INSTITUTION WIDE FUNDS,0.043874922,1
01-11-2021,2021,11,FY21-22,101,University Administration,4.304966233,45
01-11-2021,2021,11,FY21-22,110,Homewood Student Affairs,3.567035167,34
01-11-2021,2021,11,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.160287266,3
01-11-2021,2021,11,FY21-22,115,Krieger School of Arts and Sciences,5.377829842,20
01-11-2021,2021,11,FY21-22,120,Whiting School of Engineering,13.45049738,73
01-11-2021,2021,11,FY21-22,125,School of Education,1.265775006,11
01-11-2021,2021,11,FY21-22,126,Carey Business School,0.911633823,7
01-11-2021,2021,11,FY21-22,130,Sheridan Libraries,1.197451723,2
01-11-2021,2021,11,FY21-22,135,PEABODY INSTITUTE,1.279686303,10
01-11-2021,2021,11,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,4.280781604,16
01-11-2021,2021,11,FY21-22,141,BOLOGNA CENTER,1.810556171,8
01-11-2021,2021,11,FY21-22,160,Bloomberg School of Public Health,3.148013751,23
01-11-2021,2021,11,FY21-22,165,School of Nursing (SON),0.532261306,3
01-11-2021,2021,11,FY21-22,170,School of Medicine (SOM),41.78454022,144
01-11-2021,2021,11,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,0.339569613,3
01-11-2021,2021,11,FY21-22,210,BIOETHICS INSTITUTE,0.77777727,5
01-11-2021,2021,11,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,0.524316299,4
01-11-2021,2021,11,FY21-22,215,CENTER FOR TALENTED YOUTH,1.645949574,10
01-11-2021,2021,11,FY21-22,235,JHPEIGO,39.70431843,82
01-11-2021,2021,11,FY21-22,450,JH HEALTH SYSTEM CORPORATION,5.46634274,38
01-11-2021,2021,11,FY21-22,480,Johns Hopkins Hospital,1.015016812,10
01-11-2021,2021,11,FY21-22,520,Johns Hopkins International,5.131090498,4
01-11-2021,2021,11,FY21-22,550,Johns Hopkins HealthCare,0.434284815,5
01-11-2021,2021,11,FY21-22,587,EMRS PROJECT,0.083266112,1
01-11-2021,2021,11,FY21-22,650,All Children’s Hospital,0.109807185,1
01-11-2021,2021,11,FY21-22,655,ACH RESEARCH INSTITUTE,0.54565324,4
01-11-2021,2021,11,FY21-22,659,WEST COAST NEONATOLOGY,0.136478362,1
01-12-2021,2021,12,FY21-22,0,Unavailable,38.22640278,190
01-12-2021,2021,12,FY21-22,101,University Administration,5.545216121,39
01-12-2021,2021,12,FY21-22,110,Homewood Student Affairs,9.545436129,64
01-12-2021,2021,12,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.806849678,2
01-12-2021,2021,12,FY21-22,115,Krieger School of Arts and Sciences,11.56399426,39
01-12-2021,2021,12,FY21-22,120,Whiting School of Engineering,14.17183032,58
01-12-2021,2021,12,FY21-22,125,School of Education,3.631771905,14
01-12-2021,2021,12,FY21-22,135,PEABODY INSTITUTE,0.397342232,1
01-12-2021,2021,12,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,9.991540761,24
01-12-2021,2021,12,FY21-22,141,BOLOGNA CENTER,2.464395983,8
01-12-2021,2021,12,FY21-22,160,Bloomberg School of Public Health,1.445034181,20
01-12-2021,2021,12,FY21-22,165,School of Nursing (SON),1.005447009,6
01-12-2021,2021,12,FY21-22,170,School of Medicine (SOM),32.18437241,117
01-12-2021,2021,12,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,0.49595378,4
01-12-2021,2021,12,FY21-22,210,BIOETHICS INSTITUTE,0.506101837,5
01-12-2021,2021,12,FY21-22,215,CENTER FOR TALENTED YOUTH,0.578620277,9
01-12-2021,2021,12,FY21-22,235,JHPEIGO,11.60513749,26
01-12-2021,2021,12,FY21-22,440,JH Community Physicians,1.92872741,8
01-12-2021,2021,12,FY21-22,450,JH HEALTH SYSTEM CORPORATION,1.027427917,12
01-12-2021,2021,12,FY21-22,453,CONSOLIDATED SERVICE CENTER,0.21961437,2
01-12-2021,2021,12,FY21-22,480,Johns Hopkins Hospital,0.764680691,7
01-12-2021,2021,12,FY21-22,550,Johns Hopkins HealthCare,0.305742755,3
01-12-2021,2021,12,FY21-22,587,EMRS PROJECT,2.091280444,18
01-12-2021,2021,12,FY21-22,630,Sibley Memorial Hospital,0.198017223,2
01-12-2021,2021,12,FY21-22,650,All Children’s Hospital,0.109807185,1
01-12-2021,2021,12,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,0.363485794,4
01-01-2022,2022,1,FY21-22,0,Unavailable,42.59538947,84
01-01-2022,2022,1,FY21-22,101,University Administration,2.812191536,17
01-01-2022,2022,1,FY21-22,110,Homewood Student Affairs,10.56629521,59
01-01-2022,2022,1,FY21-22,115,Krieger School of Arts and Sciences,15.16338486,47
01-01-2022,2022,1,FY21-22,120,Whiting School of Engineering,23.50727593,95
01-01-2022,2022,1,FY21-22,125,School of Education,2.066057816,13
01-01-2022,2022,1,FY21-22,126,Carey Business School,2.995183426,18
01-01-2022,2022,1,FY21-22,130,Sheridan Libraries,0.29806666,1
01-01-2022,2022,1,FY21-22,135,PEABODY INSTITUTE,0.224818502,3
01-01-2022,2022,1,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,11.18484248,29
01-01-2022,2022,1,FY21-22,141,BOLOGNA CENTER,3.742259773,12
01-01-2022,2022,1,FY21-22,160,Bloomberg School of Public Health,7.676273432,39
01-01-2022,2022,1,FY21-22,165,School of Nursing (SON),0.921799293,3
01-01-2022,2022,1,FY21-22,170,School of Medicine (SOM),35.06882565,156
01-01-2022,2022,1,FY21-22,235,JHPEIGO,10.58968901,24
01-01-2022,2022,1,FY21-22,400,JH Bayview Medical Center,0.316151019,2
01-01-2022,2022,1,FY21-22,440,JH Community Physicians,0.591137603,3
01-01-2022,2022,1,FY21-22,450,JH HEALTH SYSTEM CORPORATION,0.866210418,9
01-01-2022,2022,1,FY21-22,480,Johns Hopkins Hospital,0.890833113,12
01-01-2022,2022,1,FY21-22,550,Johns Hopkins HealthCare,0.366891306,5
01-01-2022,2022,1,FY21-22,630,Sibley Memorial Hospital,0.197757016,2
01-01-2022,2022,1,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,1.686919388,9
01-02-2022,2022,2,FY21-22,0,Unavailable,6.876142737,41
01-02-2022,2022,2,FY21-22,101,University Administration,4.330220473,35
01-02-2022,2022,2,FY21-22,110,Homewood Student Affairs,3.667314969,21
01-02-2022,2022,2,FY21-22,112,U-WIDE STUDENT AFFAIRS,0.872602833,8
01-02-2022,2022,2,FY21-22,115,Krieger School of Arts and Sciences,15.57108762,68
01-02-2022,2022,2,FY21-22,120,Whiting School of Engineering,18.14363361,77
01-02-2022,2022,2,FY21-22,125,School of Education,2.220412098,15
01-02-2022,2022,2,FY21-22,126,Carey Business School,1.275272547,10
01-02-2022,2022,2,FY21-22,135,PEABODY INSTITUTE,1.790741821,15
01-02-2022,2022,2,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,3.859127628,16
01-02-2022,2022,2,FY21-22,141,BOLOGNA CENTER,0.193073297,2
01-02-2022,2022,2,FY21-22,160,Bloomberg School of Public Health,16.82013961,47
01-02-2022,2022,2,FY21-22,165,School of Nursing (SON),6.540767489,16
01-02-2022,2022,2,FY21-22,170,School of Medicine (SOM),56.73965771,242
01-02-2022,2022,2,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,1.2740597,1
01-02-2022,2022,2,FY21-22,190,JH TECHNOLOGY VENTURES,0.893809671,7
01-02-2022,2022,2,FY21-22,210,BIOETHICS INSTITUTE,0.837865252,6
01-02-2022,2022,2,FY21-22,235,JHPEIGO,49.42522567,90
01-02-2022,2022,2,FY21-22,450,JH HEALTH SYSTEM CORPORATION,1.32549242,10
01-02-2022,2022,2,FY21-22,480,Johns Hopkins Hospital,0.939641798,11
01-02-2022,2022,2,FY21-22,550,Johns Hopkins HealthCare,0.332413932,3
01-02-2022,2022,2,FY21-22,600,Suburban Hospital,0.19359371,1
01-02-2022,2022,2,FY21-22,650,All Children’s Hospital,1.383866885,2
01-02-2022,2022,2,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,0.786135934,2
01-03-2022,2022,3,FY21-22,0,Unavailable,26.96930021,65
01-03-2022,2022,3,FY21-22,100,INSTITUTION WIDE FUNDS,0.231492446,4
01-03-2022,2022,3,FY21-22,101,University Administration,9.550585457,81
01-03-2022,2022,3,FY21-22,110,Homewood Student Affairs,10.2335835,114
01-03-2022,2022,3,FY21-22,112,U-WIDE STUDENT AFFAIRS,1.60625026,6
01-03-2022,2022,3,FY21-22,115,Krieger School of Arts and Sciences,42.28259954,183
01-03-2022,2022,3,FY21-22,120,Whiting School of Engineering,18.39260095,112
01-03-2022,2022,3,FY21-22,125,School of Education,3.477725039,25
01-03-2022,2022,3,FY21-22,126,Carey Business School,2.205062973,20
01-03-2022,2022,3,FY21-22,130,Sheridan Libraries,0.102651504,1
01-03-2022,2022,3,FY21-22,135,PEABODY INSTITUTE,1.10750612,10
01-03-2022,2022,3,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,15.0489313,34
01-03-2022,2022,3,FY21-22,142,NANJING CENTER,1.102654396,4
01-03-2022,2022,3,FY21-22,160,Bloomberg School of Public Health,37.49104532,122
01-03-2022,2022,3,FY21-22,165,School of Nursing (SON),6.297886289,23
01-03-2022,2022,3,FY21-22,170,School of Medicine (SOM),99.3381093,468
01-03-2022,2022,3,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,2.312023827,8
01-03-2022,2022,3,FY21-22,190,JH TECHNOLOGY VENTURES,0.081704872,2
01-03-2022,2022,3,FY21-22,210,BIOETHICS INSTITUTE,2.399013316,3
01-03-2022,2022,3,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,1.137776411,1
01-03-2022,2022,3,FY21-22,212,CGEPI,1.721748165,8
01-03-2022,2022,3,FY21-22,215,CENTER FOR TALENTED YOUTH,1.339153267,8
01-03-2022,2022,3,FY21-22,235,JHPEIGO,94.20381985,168
01-03-2022,2022,3,FY21-22,400,JH Bayview Medical Center,0.483333759,2
01-03-2022,2022,3,FY21-22,440,JH Community Physicians,2.030735822,7
01-03-2022,2022,3,FY21-22,450,JH HEALTH SYSTEM CORPORATION,3.43354434,28
01-03-2022,2022,3,FY21-22,480,Johns Hopkins Hospital,1.21191224,8
01-03-2022,2022,3,FY21-22,540,JHHCG PHARMAQUIP,0.152481068,2
01-03-2022,2022,3,FY21-22,550,Johns Hopkins HealthCare,0.759543065,11
01-03-2022,2022,3,FY21-22,600,Suburban Hospital,0.548375278,5
01-03-2022,2022,3,FY21-22,630,Sibley Memorial Hospital,0.248497303,2
01-03-2022,2022,3,FY21-22,650,All Children’s Hospital,1.823095626,6
01-04-2022,2022,4,FY21-22,0,Unavailable,5.55463029,67
01-04-2022,2022,4,FY21-22,100,INSTITUTION WIDE FUNDS,0.548125203,4
01-04-2022,2022,4,FY21-22,101,University Administration,24.2228283,146
01-04-2022,2022,4,FY21-22,110,Homewood Student Affairs,17.44262024,173
01-04-2022,2022,4,FY21-22,112,U-WIDE STUDENT AFFAIRS,2.210819883,16
01-04-2022,2022,4,FY21-22,115,Krieger School of Arts and Sciences,33.58672387,175
01-04-2022,2022,4,FY21-22,120,Whiting School of Engineering,31.22684568,120
01-04-2022,2022,4,FY21-22,125,School of Education,13.87889644,87
01-04-2022,2022,4,FY21-22,126,Carey Business School,3.916534846,41
01-04-2022,2022,4,FY21-22,130,Sheridan Libraries,1.402135046,5
01-04-2022,2022,4,FY21-22,135,PEABODY INSTITUTE,1.57140507,12
01-04-2022,2022,4,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,8.154447347,42
01-04-2022,2022,4,FY21-22,141,BOLOGNA CENTER,1.58102872,6
01-04-2022,2022,4,FY21-22,142,NANJING CENTER,1.146738246,5
01-04-2022,2022,4,FY21-22,160,Bloomberg School of Public Health,36.78509328,115
01-04-2022,2022,4,FY21-22,165,School of Nursing (SON),5.200860553,21
01-04-2022,2022,4,FY21-22,170,School of Medicine (SOM),129.87962,657
01-04-2022,2022,4,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,0.783742279,4
01-04-2022,2022,4,FY21-22,190,JH TECHNOLOGY VENTURES,0.818349757,6
01-04-2022,2022,4,FY21-22,210,BIOETHICS INSTITUTE,3.364574554,5
01-04-2022,2022,4,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,2.451978189,5
01-04-2022,2022,4,FY21-22,212,CGEPI,1.618633567,20
01-04-2022,2022,4,FY21-22,215,CENTER FOR TALENTED YOUTH,0.690210732,6
01-04-2022,2022,4,FY21-22,235,JHPEIGO,126.0323789,238
01-04-2022,2022,4,FY21-22,400,JH Bayview Medical Center,1.553953815,10
01-04-2022,2022,4,FY21-22,440,JH Community Physicians,2.09207855,12
