fiscalyear,school,from_full,to_full,trips,emissions
FY23-24,170,"San Francisco, CALIFORNIA, US","Singapore, SG",10,13.88642876
FY23-24,170,"San Francisco, CALIFORNIA, US","Taipei, TW",9,9.560872778
FY23-24,170,"San Francisco, CALIFORNIA, US","Tokyo, JP",3,2.535461
FY23-24,170,"San Francisco, CALIFORNIA, US","Vancouver, CA",2,0.208425487
FY23-24,170,"San Francisco, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",57,22.65426102
FY23-24,170,"San Francisco, CALIFORNIA, US","Wuhan, CN",4,4.255195003
FY23-24,170,"San Francisco, CALIFORNIA, US","Zurich, CH",1,0.958750474
FY23-24,170,"San Jose Cabo, MX","Chicago, ILLINOIS, US",1,0.23535687
FY23-24,170,"San Jose Cabo, MX","Houston, TEXAS, US",4,0.522624956
FY23-24,170,"San Jose, CALIFORNIA, US","Atlanta, GEORGIA, US",2,0.549816546
FY23-24,170,"San Jose, CALIFORNIA, US","Chicago, ILLINOIS, US",1,0.238739556
FY23-24,170,"San Jose, CALIFORNIA, US","Honolulu, HAWAII, US",1,0.397177837
FY23-24,170,"San Jose, CALIFORNIA, US","Las Vegas, NEVADA, US",1,0.050089771
FY23-24,170,"San Jose, CALIFORNIA, US","Phoenix, ARIZONA, US",1,0.080794149
FY23-24,170,"San Jose, CALIFORNIA, US","Portland, OREGON, US",2,0.148317762
FY23-24,170,"San Jose, CALIFORNIA, US","San Diego, CALIFORNIA, US",1,0.054253076
FY23-24,170,"San Jose, CALIFORNIA, US","Seattle, WASHINGTON, US",4,0.362728
FY23-24,170,"San Jose, CR","Houston, TEXAS, US",2,0.405401883
FY23-24,170,"San Juan, PR","Atlanta, GEORGIA, US",2,0.403060023
FY23-24,170,"San Juan, PR","Baltimore, MARYLAND, US",20,4.08524362
FY23-24,170,"San Juan, PR","Charlotte, NORTH CAROLINA, US",1,0.192292677
FY23-24,170,"San Juan, PR","Chicago, ILLINOIS, US",1,0.270094451
FY23-24,170,"San Juan, PR","Newark, NEW JERSEY, US",2,0.419713246
FY23-24,170,"San Juan, PR","Orlando, FLORIDA, US",1,0.154822927
FY23-24,170,"San Juan, PR","Raleigh/Durham, NORTH CAROLINA, US",1,0.186828339
FY23-24,170,"San Juan, PR","Washington, DISTRICT OF COLUMBIA, US",2,0.410085602
FY23-24,170,"San Pedro Sula, HN","Atlanta, GEORGIA, US",1,0.166011811
FY23-24,170,"Santa Ana, CALIFORNIA, US","Atlanta, GEORGIA, US",5,1.246389614
FY23-24,170,"Santa Ana, CALIFORNIA, US","Austin, TEXAS, US",3,0.471104049
FY23-24,170,"Santa Ana, CALIFORNIA, US","Dallas, TEXAS, US",2,0.314459676
FY23-24,170,"Santa Ana, CALIFORNIA, US","Denver, COLORADO, US",8,0.879498308
FY23-24,170,"Santa Ana, CALIFORNIA, US","Houston, TEXAS, US",2,0.349977877
FY23-24,170,"Santa Ana, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",1,0.197887119
FY23-24,170,"Santa Ana, CALIFORNIA, US","Oakland, CALIFORNIA, US",1,0.048268324
FY23-24,170,"Santa Ana, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,0.048398428
FY23-24,170,"Santa Barbara, CALIFORNIA, US","Las Vegas, NEVADA, US",1,0.060171322
FY23-24,170,"Santa Barbara, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,0.054739188
FY23-24,170,"Santa Fe, NEW MEXICO, US","Denver, COLORADO, US",4,0.1576852
FY23-24,170,"Santo Domingo, DO","Newark, NEW JERSEY, US",1,0.203221355
FY23-24,170,"Sao Paulo, BR","Houston, TEXAS, US",1,0.808329232
FY23-24,170,"Sao Paulo, BR","Johannesburg, ZA",1,0.76065474
FY23-24,170,"Sao Paulo, BR","Manaus, BR",1,0.218183234
FY23-24,170,"Sao Paulo, BR","Miami, FLORIDA, US",1,0.672045942
FY23-24,170,"Sao Paulo, BR","Rio de Janeiro, BR",5,0.226687097
FY23-24,170,"Sao Paulo, BR","Washington, DISTRICT OF COLUMBIA, US",5,3.910130318
FY23-24,170,"Sapporo, JP","Tokyo, JP",6,0.384325148
FY23-24,170,"Sarasota/Bradenton, FLORIDA, US","Baltimore, MARYLAND, US",22,2.524524433
FY23-24,170,"Savannah, GEORGIA, US","Atlanta, GEORGIA, US",2,0.08942127
FY23-24,170,"Savannah, GEORGIA, US","Baltimore, MARYLAND, US",9,0.642840405
FY23-24,170,"Savannah, GEORGIA, US","Chicago, ILLINOIS, US",1,0.100699954
FY23-24,170,"Seattle, WASHINGTON, US","Anchorage, ALASKA, US",4,0.752517487
FY23-24,170,"Seattle, WASHINGTON, US","Atlanta, GEORGIA, US",6,1.701751164
FY23-24,170,"Seattle, WASHINGTON, US","Baltimore, MARYLAND, US",89,34.10518081
FY23-24,170,"Seattle, WASHINGTON, US","Boston, MASSACHUSETTS, US",2,0.819014894
FY23-24,170,"Seattle, WASHINGTON, US","Charlotte, NORTH CAROLINA, US",2,0.592230222
FY23-24,170,"Seattle, WASHINGTON, US","Chicago, ILLINOIS, US",17,3.800967909
FY23-24,170,"Seattle, WASHINGTON, US","Denver, COLORADO, US",23,3.061200546
FY23-24,170,"Seattle, WASHINGTON, US","Detroit, MICHIGAN, US",12,3.002263751
FY23-24,170,"Seattle, WASHINGTON, US","Kona, HAWAII, US",1,0.442386407
FY23-24,170,"Seattle, WASHINGTON, US","London, GB",1,0.787451092
FY23-24,170,"Seattle, WASHINGTON, US","Los Angeles, CALIFORNIA, US",1,0.124378755
FY23-24,170,"Seattle, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",4,0.726496827
FY23-24,170,"Seattle, WASHINGTON, US","Oakland, CALIFORNIA, US",1,0.087429418
FY23-24,170,"Seattle, WASHINGTON, US","Paris, FR",3,2.469374291
FY23-24,170,"Seattle, WASHINGTON, US","Phoenix, ARIZONA, US",2,0.288308913
FY23-24,170,"Seattle, WASHINGTON, US","Portland, OREGON, US",1,0.026951738
FY23-24,170,"Seattle, WASHINGTON, US","Pullman/Moscow, WASHINGTON, US",1,0.052023122
FY23-24,170,"Seattle, WASHINGTON, US","Salt Lake City, UTAH, US",3,0.268533211
FY23-24,170,"Seattle, WASHINGTON, US","San Francisco, CALIFORNIA, US",2,0.176680281
FY23-24,170,"Seattle, WASHINGTON, US","Vancouver, CA",3,0.079601644
FY23-24,170,"Seattle, WASHINGTON, US","Washington, DISTRICT OF COLUMBIA, US",14,5.301896695
FY23-24,170,"Seattle, WASHINGTON, US","Yakima, WASHINGTON, US",2,0.043039209
FY23-24,170,"Seoul, KR","Atlanta, GEORGIA, US",13,15.269811
FY23-24,170,"Seoul, KR","Barcelona, ES",1,0.980943772
FY23-24,170,"Seoul, KR","Busan, KR",6,0.263249532
FY23-24,170,"Seoul, KR","Chicago, ILLINOIS, US",1,1.075635176
FY23-24,170,"Seoul, KR","Dallas, TEXAS, US",1,1.123474063
FY23-24,170,"Seoul, KR","Fuzhou, CN",4,0.463688161
FY23-24,170,"Seoul, KR","Hanoi, VN",1,0.217142408
FY23-24,170,"Seoul, KR","Hong Kong, HK",1,0.167442947
FY23-24,170,"Seoul, KR","Istanbul, TR",2,1.620275149
FY23-24,170,"Seoul, KR","Jeju, KR",1,0.058499896
FY23-24,170,"Seoul, KR","Manila, PH",1,0.211027553
FY23-24,170,"Seoul, KR","Minneapolis/St Paul, MINNESOTA, US",3,3.076977472
FY23-24,170,"Seoul, KR","Munich, DE",1,0.869155308
FY23-24,170,"Seoul, KR","New York, NEW YORK, US",3,3.401492807
FY23-24,170,"Seoul, KR","San Francisco, CALIFORNIA, US",5,4.6441531
FY23-24,170,"Seoul, KR","Sapporo, JP",4,0.460045269
FY23-24,170,"Seoul, KR","Singapore, SG",3,1.418891519
FY23-24,170,"Seoul, KR","Toronto, CA",1,1.085498864
FY23-24,170,"Seoul, KR","Ulaanbaatar, MN",1,0.158335716
FY23-24,170,"Seoul, KR","Washington, DISTRICT OF COLUMBIA, US",24,27.42105264
FY23-24,170,"Shanghai, CN","Dubai, AE",1,0.659387543
FY23-24,170,"Shanghai, CN","Fuzhou, CN",1,0.049048944
FY23-24,170,"Shanghai, CN","Hong Kong, HK",1,0.101610677
FY23-24,170,"Shanghai, CN","San Francisco, CALIFORNIA, US",1,1.009877256
FY23-24,170,"Shanghai, CN","Seattle, WASHINGTON, US",1,0.939516282
FY23-24,170,"Shanghai, CN","Seoul, KR",4,0.265931145
FY23-24,170,"Shanghai, CN","Tokyo, JP",3,0.43090213
FY23-24,170,"Shreveport, LOUISIANA, US","Houston, TEXAS, US",2,0.080228429
FY23-24,170,"Singapore, SG","Abu Dhabi, AE",1,0.601684968
FY23-24,170,"Singapore, SG","Delhi, IN",1,0.425124953
FY23-24,170,"Singapore, SG","Denpasar-Bali, ID",1,0.135307432
FY23-24,170,"Singapore, SG","Doha, QA",8,5.076511424
FY23-24,170,"Singapore, SG","Dubai, AE",4,2.390957971
FY23-24,170,"Singapore, SG","Hangzhou, CN",4,1.181337964
FY23-24,170,"Singapore, SG","Hong Kong, HK",1,0.207514763
FY23-24,170,"Singapore, SG","Istanbul, TR",7,6.211821913
FY23-24,170,"Singapore, SG","Kuala Lumpur, MY",1,0.038442789
FY23-24,170,"Singapore, SG","London, GB",1,1.112788401
FY23-24,170,"Singapore, SG","Newark, NEW JERSEY, US",1,1.568161997
FY23-24,170,"Singapore, SG","San Francisco, CALIFORNIA, US",7,9.720500129
FY23-24,170,"Singapore, SG","Seoul, KR",3,1.418891519
FY23-24,170,"Singapore, SG","Tokyo, JP",5,2.715144517
FY23-24,170,"Spokane, WASHINGTON, US","Chicago, ILLINOIS, US",1,0.194504434
FY23-24,170,"Spokane, WASHINGTON, US","Denver, COLORADO, US",1,0.108636256
FY23-24,170,"Spokane, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",1,0.152611171
FY23-24,170,"St Louis, MISSOURI, US","Baltimore, MARYLAND, US",14,1.340584403
FY23-24,170,"St Louis, MISSOURI, US","Boston, MASSACHUSETTS, US",3,0.407873846
FY23-24,170,"St Louis, MISSOURI, US","Chicago, ILLINOIS, US",1,0.053903476
FY23-24,170,"St Louis, MISSOURI, US","Kansas City, MISSOURI, US",2,0.09861411
FY23-24,170,"St Louis, MISSOURI, US","San Francisco, CALIFORNIA, US",1,0.225469019
FY23-24,170,"St Louis, MISSOURI, US","Tampa, FLORIDA, US",1,0.113319974
FY23-24,170,"St Louis, MISSOURI, US","Tulsa, OKLAHOMA, US",4,0.18214462
FY23-24,170,"Sydney, AU","Adelaide, AU",1,0.094194789
FY23-24,170,"Sydney, AU","Auckland, NZ",1,0.174728732
FY23-24,170,"Sydney, AU","Brisbane, AU",12,0.730660133
FY23-24,170,"Sydney, AU","Cairns, AU",1,0.159636749
FY23-24,170,"Sydney, AU","Dallas, TEXAS, US",2,2.823973874
FY23-24,170,"Sydney, AU","Los Angeles, CALIFORNIA, US",12,14.79947748
FY23-24,170,"Sydney, AU","San Francisco, CALIFORNIA, US",2,2.443564307
FY23-24,170,"Taipei, TW","Bangkok, TH",1,0.201399908
FY23-24,170,"Taipei, TW","New York, NEW YORK, US",3,3.848317873
FY23-24,170,"Taipei, TW","San Francisco, CALIFORNIA, US",9,9.560872778
FY23-24,170,"Tallahassee, FLORIDA, US","Atlanta, GEORGIA, US",1,0.046799917
FY23-24,170,"Tallahassee, FLORIDA, US","Charlotte, NORTH CAROLINA, US",1,0.050349977
FY23-24,170,"Tampa, FLORIDA, US","Atlanta, GEORGIA, US",1,0.052952043
FY23-24,170,"Tampa, FLORIDA, US","Austin, TEXAS, US",2,0.240951312
FY23-24,170,"Tampa, FLORIDA, US","Baltimore, MARYLAND, US",94,10.32187541
FY23-24,170,"Tampa, FLORIDA, US","Kansas City, MISSOURI, US",1,0.136478362
FY23-24,170,"Tampa, FLORIDA, US","Miami, FLORIDA, US",2,0.085242706
FY23-24,170,"Tampa, FLORIDA, US","New York, NEW YORK, US",1,0.131014023
FY23-24,170,"Tampa, FLORIDA, US","Phoenix, ARIZONA, US",2,0.464728988
FY23-24,170,"Tampa, FLORIDA, US","San Juan, PR",1,0.161067885
FY23-24,170,"Tampa, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",6,0.634904104
FY23-24,170,"Tanna, VU","Port Vila, VU",7,0.197437149
FY23-24,170,"Tbilisi, GE","Istanbul, TR",3,0.327079696
FY23-24,170,"Tel Aviv-Yafo, IL","Atlanta, GEORGIA, US",2,2.114445918
FY23-24,170,"Tel Aviv-Yafo, IL","Dubai, AE",3,0.517160618
FY23-24,170,"Tel Aviv-Yafo, IL","Los Angeles, CALIFORNIA, US",1,1.244139846
FY23-24,170,"Tel Aviv-Yafo, IL","Newark, NEW JERSEY, US",5,4.67292219
FY23-24,170,"Tel Aviv-Yafo, IL","Paris, FR",1,0.265670939
FY23-24,170,"Tel Aviv-Yafo, IL","Rhodes, GR",1,0.064140927
FY23-24,170,"Tel Aviv-Yafo, IL","Rome, IT",4,0.737425504
FY23-24,170,"Tel Aviv-Yafo, IL","Washington, DISTRICT OF COLUMBIA, US",2,1.938872271
FY23-24,170,"Thessaloniki, GR","Munich, DE",2,0.200879495
FY23-24,170,"Tokyo, JP","Atlanta, GEORGIA, US",3,3.39064275
FY23-24,170,"Tokyo, JP","Chicago, ILLINOIS, US",4,4.135679984
FY23-24,170,"Tokyo, JP","Dallas, TEXAS, US",1,1.061168434
FY23-24,170,"Tokyo, JP","Denver, COLORADO, US",4,3.800807776
FY23-24,170,"Tokyo, JP","Hanoi, VN",1,0.380245172
FY23-24,170,"Tokyo, JP","Ho Chi Minh City, VN",3,1.326172852
FY23-24,170,"Tokyo, JP","Hong Kong, HK",1,0.234836456
FY23-24,170,"Tokyo, JP","Houston, TEXAS, US",5,5.460373282
FY23-24,170,"Tokyo, JP","Kuala Lumpur, MY",2,1.093882999
FY23-24,170,"Tokyo, JP","Los Angeles, CALIFORNIA, US",4,3.598273382
FY23-24,170,"Tokyo, JP","Manila, PH",1,0.24680596
FY23-24,170,"Tokyo, JP","Nadi, FJ",1,0.727611385
FY23-24,170,"Tokyo, JP","New York, NEW YORK, US",1,1.111966427
FY23-24,170,"Tokyo, JP","San Francisco, CALIFORNIA, US",1,0.841208192
FY23-24,170,"Tokyo, JP","Sapporo, JP",2,0.129843093
FY23-24,170,"Tokyo, JP","Seoul, KR",1,0.101610677
FY23-24,170,"Tokyo, JP","Shanghai, CN",2,0.285706847
FY23-24,170,"Tokyo, JP","Singapore, SG",5,2.709226304
FY23-24,170,"Tokyo, JP","Toronto, CA",1,1.057880538
FY23-24,170,"Tokyo, JP","Washington, DISTRICT OF COLUMBIA, US",11,12.24971413
FY23-24,170,"Toronto, CA","Atlanta, GEORGIA, US",1,0.096276442
FY23-24,170,"Toronto, CA","Baltimore, MARYLAND, US",36,1.625250424
FY23-24,170,"Toronto, CA","Boston, MASSACHUSETTS, US",2,0.115791937
FY23-24,170,"Toronto, CA","Calgary, CA",1,0.217532718
FY23-24,170,"Toronto, CA","Charlotte, NORTH CAROLINA, US",2,0.153261687
FY23-24,170,"Toronto, CA","Chicago, ILLINOIS, US",1,0.056594936
FY23-24,170,"Toronto, CA","Delhi, IN",2,2.380436704
FY23-24,170,"Toronto, CA","Denver, COLORADO, US",1,0.170825633
FY23-24,170,"Toronto, CA","Detroit, MICHIGAN, US",5,0.222508533
FY23-24,170,"Toronto, CA","Frankfurt, DE",2,1.297403762
FY23-24,170,"Toronto, CA","Hong Kong, HK",2,2.566202828
FY23-24,170,"Toronto, CA","London, GB",1,0.583437145
FY23-24,170,"Toronto, CA","Madrid, ES",1,0.619439606
FY23-24,170,"Toronto, CA","Montreal, CA",2,0.081965079
FY23-24,170,"Toronto, CA","New York, NEW YORK, US",2,0.09263355
FY23-24,170,"Toronto, CA","Newark, NEW JERSEY, US",1,0.045145845
FY23-24,170,"Toronto, CA","Ottawa, CA",3,0.139981894
FY23-24,170,"Toronto, CA","Philadelphia, PENNSYLVANIA, US",2,0.09029169
FY23-24,170,"Toronto, CA","Pittsburgh, PENNSYLVANIA, US",2,0.092764121
FY23-24,170,"Toronto, CA","Tokyo, JP",5,5.284635241
FY23-24,170,"Toronto, CA","Vancouver, CA",1,0.270744967
FY23-24,170,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",45,2.076448668
FY23-24,170,"Traverse City, MICHIGAN, US","Chicago, ILLINOIS, US",1,0.046590989
FY23-24,170,"Traverse City, MICHIGAN, US","Washington, DISTRICT OF COLUMBIA, US",1,0.077931877
FY23-24,170,"Trieste, IT","Frankfurt, DE",5,0.239390072
FY23-24,170,"Trondheim, NO","Amsterdam, NL",2,0.208685693
FY23-24,170,"Tucson, ARIZONA, US","Atlanta, GEORGIA, US",1,0.200228979
FY23-24,170,"Tucson, ARIZONA, US","Dallas, TEXAS, US",2,0.211287759
FY23-24,170,"Tulsa, OKLAHOMA, US","Dallas, TEXAS, US",7,0.346611884
FY23-24,170,"Tulsa, OKLAHOMA, US","St Louis, MISSOURI, US",2,0.09107231
FY23-24,170,"Tunis, TN","Casablanca, MA",4,0.538107249
FY23-24,170,"Tunis, TN","Frankfurt, DE",1,0.11904452
FY23-24,170,"Tunis, TN","Paris, FR",1,0.120345553
FY23-24,170,"Ulaanbaatar, MN","Seoul, KR",1,0.158335716
FY23-24,170,"Vail, COLORADO, US","Denver, COLORADO, US",3,0.075214152
FY23-24,170,"Valencia, ES","Munich, DE",1,0.112279148
FY23-24,170,"Vancouver, CA","Chicago, ILLINOIS, US",4,0.916447645
FY23-24,170,"Vancouver, CA","Denver, COLORADO, US",10,1.448049729
FY23-24,170,"Vancouver, CA","Kamloops, CA",1,0.033428512
FY23-24,170,"Vancouver, CA","Los Angeles, CALIFORNIA, US",4,0.563087082
FY23-24,170,"Vancouver, CA","Minneapolis/St Paul, MINNESOTA, US",3,0.559314087
FY23-24,170,"Vancouver, CA","Newark, NEW JERSEY, US",1,0.39865739
FY23-24,170,"Vancouver, CA","San Francisco, CALIFORNIA, US",2,0.208425487
FY23-24,170,"Vancouver, CA","Seattle, WASHINGTON, US",3,0.079601644
FY23-24,170,"Vancouver, CA","Toronto, CA",9,2.436704706
FY23-24,170,"Vancouver, CA","Washington, DISTRICT OF COLUMBIA, US",10,3.84683832
FY23-24,170,"Venice, IT","Dublin, IE",3,0.388358351
FY23-24,170,"Venice, IT","London, GB",2,0.186307926
FY23-24,170,"Vienna, AT","Brussels, BE",1,0.074809397
FY23-24,170,"Vienna, AT","Budapest, HU",1,0.027578522
FY23-24,170,"Vienna, AT","Florence, IT",2,0.102261194
FY23-24,170,"Vienna, AT","Munich, DE",1,0.046173132
FY23-24,170,"Vienna, AT","Shanghai, CN",1,0.868826518
FY23-24,170,"Vienna, AT","Washington, DISTRICT OF COLUMBIA, US",3,2.198122871
FY23-24,170,"Vishakhapatnam, IN","Hyderabad, IN",1,0.041372849
FY23-24,170,"Warsaw, PL","Frankfurt, DE",2,0.144935076
FY23-24,170,"Warsaw, PL","Munich, DE",1,0.062839894
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Abu Dhabi, AE",5,5.822041842
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Accra, GH",9,7.838672854
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Addis Ababa, ET",9,10.64094661
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Amsterdam, NL",46,29.19750285
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Athens, GR",4,3.393766251
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Atlanta, GEORGIA, US",12,0.845541347
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Austin, TEXAS, US",7,1.187713026
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Barcelona, ES",13,8.661797617
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Berlin, DE",2,1.379601162
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Boston, MASSACHUSETTS, US",18,0.95131533
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Bozeman, MONTANA, US",1,0.230412944
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Brussels, BE",16,10.21878077
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Cairo, EG",1,0.959408053
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Cancun, MX",3,0.530431154
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Cape Town, ZA",7,9.13591222
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Casablanca, MA",2,1.25729143
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Charleston, SOUTH CAROLINA, US",1,0.057505659
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Charleston, WEST VIRGINIA, US",1,0.051814194
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Charlotte, NORTH CAROLINA, US",3,0.129192577
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",24,1.883635577
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Cleveland, OHIO, US",3,0.160544563
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Columbia, SOUTH CAROLINA, US",2,0.10525357
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Copenhagen, DK",8,5.348749213
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Dallas, TEXAS, US",7,1.076474704
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Delhi, IN",9,11.096649
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Denver, COLORADO, US",15,2.838723903
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Detroit, MICHIGAN, US",4,0.207905073
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Doha, QA",50,56.88882054
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",8,9.288963779
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Dublin, IE",15,8.379202956
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Edinburgh, GB",3,1.711843052
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Fort Lauderdale, FLORIDA, US",6,0.704249163
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Fort Myers, FLORIDA, US",2,0.2326247
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Frankfurt, DE",50,33.48722076
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Geneva, CH",7,4.699718542
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Grand Cayman, KY",1,0.179412451
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Honolulu, HAWAII, US",8,6.329857379
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Houston, TEXAS, US",16,2.492649125
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Huntsville, ALABAMA, US",1,0.07962322
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Istanbul, TR",53,45.45532659
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Jacksonville, FLORIDA, US",1,0.082095182
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Jeddah, SA",5,5.415164712
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Kansas City, MISSOURI, US",1,0.120345553
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Knoxville, TENNESSEE, US",1,0.056725039
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Las Vegas, NEVADA, US",3,0.811063972
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Lisbon, PT",21,12.37991481
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","London, GB",33,19.91527926
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Los Angeles, CALIFORNIA, US",26,8.63294579
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Louisville, KENTUCKY, US",1,0.061408758
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Madison, WISCONSIN, US",6,0.551117579
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Madrid, ES",10,6.26344188
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Manchester, NEW HAMPSHIRE, US",2,0.10564388
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Mexico City, MX",7,1.700320028
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Miami, FLORIDA, US",13,1.55967836
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Minneapolis/St Paul, MINNESOTA, US",9,1.082069146
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Montreal, CA",25,1.58686995
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Munich, DE",20,13.99328538
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Nantucket, MASSACHUSETTS, US",3,0.1576852
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Nashville, TENNESSEE, US",4,0.286747673
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Nassau, BS",1,0.124248652
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","New Orleans, LOUISIANA, US",6,0.75459914
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","New York, NEW YORK, US",6,0.269517378
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Newark, NEW JERSEY, US",21,0.900898398
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Oklahoma City, OKLAHOMA, US",2,0.30079883
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Orlando, FLORIDA, US",7,0.692409763
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Ottawa, CA",4,0.234446147
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Panama City, PA",2,0.538367455
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Paris, FR",43,27.25090402
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Philadelphia, PENNSYLVANIA, US",5,0.124312279
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Phoenix, ARIZONA, US",15,3.839088176
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Pittsburgh, PENNSYLVANIA, US",1,0.038024932
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Portland, MAINE, US",2,0.126720614
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Portland, OREGON, US",8,3.067771363
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Providence, RHODE ISLAND, US",3,0.140901874
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Raleigh/Durham, NORTH CAROLINA, US",2,0.094226618
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Reykjavik, IS",1,0.459483466
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Roanoke, VIRGINIA, US",1,0.036771363
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Rome, IT",7,5.176134673
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Sacramento, CALIFORNIA, US",5,1.934926796
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","San Antonio, TEXAS, US",7,1.239494139
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","San Diego, CALIFORNIA, US",26,7.61104305
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","San Francisco, CALIFORNIA, US",53,21.07311183
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","San Juan, PR",2,0.410085602
FY23-24,170,"Washington, DISTRICT OF COLUMBIA, US","Sao Paulo, BR",3,2.346078191
