fiscalyear,school,from_full,to_full,total_trips,total_emissions
FY17-18,101.0,"Pittsburgh, PENNSYLVANIA, US","Baltimore, MARYLAND, US",1,50.24442944
FY17-18,101.0,"Pittsburgh, PENNSYLVANIA, US","Las Vegas, NEVADA, US",1,336.8195678
FY17-18,101.0,"Portland, MAINE, US","Baltimore, MARYLAND, US",2,175.93034578
FY17-18,101.0,"Portland, OREGON, US","Salt Lake City, UTAH, US",1,122.48808997
FY17-18,101.0,"Providence, RHODE ISLAND, US","Baltimore, MARYLAND, US",3,190.75374521999998
FY17-18,101.0,"Raleigh/Durham, NORTH CAROLINA, US","Baltimore, MARYLAND, US",12,735.6361440000001
FY17-18,101.0,"Rio de Janeiro, BR","Sao Paulo, BR",4,218.28680352
FY17-18,101.0,"Rome, IT","Beirut, LB",2,487.18544628
FY17-18,101.0,"Rome, IT","Florence, IT",1,35.57978735
FY17-18,101.0,"Sacramento, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",1,72.55663928
FY17-18,101.0,"Salt Lake City, UTAH, US","Baltimore, MARYLAND, US",4,1314.72848104
FY17-18,101.0,"Salt Lake City, UTAH, US","Portland, OREGON, US",1,122.48808997
FY17-18,101.0,"Salt Lake City, UTAH, US","San Jose, CALIFORNIA, US",1,113.71107715
FY17-18,101.0,"Salt Lake City, UTAH, US","St Louis, MISSOURI, US",1,203.7899906
FY17-18,101.0,"San Diego, CALIFORNIA, US","Baltimore, MARYLAND, US",15,6071.24347005
FY17-18,101.0,"San Diego, CALIFORNIA, US","Dallas, TEXAS, US",1,206.4435061
FY17-18,101.0,"San Diego, CALIFORNIA, US","Phoenix, ARIZONA, US",1,72.84240249
FY17-18,101.0,"San Diego, CALIFORNIA, US","San Jose, CALIFORNIA, US",1,81.13860737
FY17-18,101.0,"San Diego, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",2,794.63944252
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Baltimore, MARYLAND, US",20,8668.1506418
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Chicago, ILLINOIS, US",2,652.76481365
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Denver, COLORADO, US",2,376.43632746
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Detroit, MICHIGAN, US",1,366.71584246
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Las Vegas, NEVADA, US",1,80.55347318
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",5,328.65036879999997
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",5,1401.94069055
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Newark, NEW JERSEY, US",1,452.51284371
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Salt Lake City, UTAH, US",1,116.63674809
FY17-18,101.0,"San Francisco, CALIFORNIA, US","San Diego, CALIFORNIA, US",3,261.55498194
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Seattle, WASHINGTON, US",2,264.48065286
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Seoul, KR",2,1995.44365796
FY17-18,101.0,"San Francisco, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",5,2137.49518787
FY17-18,101.0,"San Jose, CALIFORNIA, US","Baltimore, MARYLAND, US",3,1290.13923738
FY17-18,101.0,"San Jose, CALIFORNIA, US","Denver, COLORADO, US",2,368.63453828
FY17-18,101.0,"San Jose, CALIFORNIA, US","Las Vegas, NEVADA, US",1,75.09222076
FY17-18,101.0,"San Jose, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",2,147.60803672
FY17-18,101.0,"San Jose, CALIFORNIA, US","Phoenix, ARIZONA, US",2,241.85546428
FY17-18,101.0,"San Jose, CALIFORNIA, US","San Diego, CALIFORNIA, US",4,324.55442948
FY17-18,101.0,"San Jose, CALIFORNIA, US","Santa Ana, CALIFORNIA, US",1,66.51025268
FY17-18,101.0,"San Jose, CALIFORNIA, US","Seattle, WASHINGTON, US",1,135.75113156
FY17-18,101.0,"Santa Ana, CALIFORNIA, US","Atlanta, GEORGIA, US",2,676.8233542
FY17-18,101.0,"Santa Ana, CALIFORNIA, US","San Jose, CALIFORNIA, US",1,66.51025268
FY17-18,101.0,"Sao Paulo, BR","Miami, FLORIDA, US",2,1443.8662355
FY17-18,101.0,"Savannah, GEORGIA, US","Atlanta, GEORGIA, US",3,154.33934784000002
FY17-18,101.0,"Savannah, GEORGIA, US","Charlotte, NORTH CAROLINA, US",2,102.41209062
FY17-18,101.0,"Seattle, WASHINGTON, US","Baltimore, MARYLAND, US",5,2058.24352485
FY17-18,101.0,"Seattle, WASHINGTON, US","Chicago, ILLINOIS, US",3,911.9248277300001
FY17-18,101.0,"Seattle, WASHINGTON, US","Denver, COLORADO, US",1,180.61595521
FY17-18,101.0,"Seattle, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",1,246.42313968
FY17-18,101.0,"Seattle, WASHINGTON, US","San Francisco, CALIFORNIA, US",2,264.48065286
FY17-18,101.0,"Seattle, WASHINGTON, US","San Jose, CALIFORNIA, US",2,271.50226312
FY17-18,101.0,"Seoul, KR","Bangkok, TH",1,402.8036533
FY17-18,101.0,"Seoul, KR","Beijing, CN",1,109.22504838
FY17-18,101.0,"Seoul, KR","Hong Kong, HK",3,681.95348418
FY17-18,101.0,"Seoul, KR","New York, NEW YORK, US",1,1217.9636157
FY17-18,101.0,"Seoul, KR","San Francisco, CALIFORNIA, US",1,997.72182898
FY17-18,101.0,"Seoul, KR","Singapore, SG",3,1524.17930469
FY17-18,101.0,"Seoul, KR","Washington, DISTRICT OF COLUMBIA, US",2,2454.32493888
FY17-18,101.0,"Shanghai, CN","Beijing, CN",2,266.0410107
FY17-18,101.0,"Shanghai, CN","Hong Kong, HK",4,607.75937636
FY17-18,101.0,"Shanghai, CN","Newark, NEW JERSEY, US",2,2605.3984215
FY17-18,101.0,"Shanghai, CN","Seoul, KR",2,198.94562384
FY17-18,101.0,"Shanghai, CN","Singapore, SG",5,2089.20120575
FY17-18,101.0,"Singapore, SG","Bangkok, TH",5,857.2215850499999
FY17-18,101.0,"Singapore, SG","Beijing, CN",2,986.04636078
FY17-18,101.0,"Singapore, SG","Shanghai, CN",3,1253.5207234499999
FY17-18,101.0,"St Louis, MISSOURI, US","Baltimore, MARYLAND, US",2,286.715752
FY17-18,101.0,"St Louis, MISSOURI, US","Kansas City, MISSOURI, US",1,56.73533659
FY17-18,101.0,"St Louis, MISSOURI, US","Salt Lake City, UTAH, US",1,203.7899906
FY17-18,101.0,"Tampa, FLORIDA, US","Baltimore, MARYLAND, US",12,1973.0724811200002
FY17-18,101.0,"Tampa, FLORIDA, US","Chicago, ILLINOIS, US",2,358.04769182
FY17-18,101.0,"Tampa, FLORIDA, US","Nashville, TENNESSEE, US",1,119.3673743
FY17-18,101.0,"Tel Aviv-Yafo, IL","Montreal, CA",2,1933.8820983
FY17-18,101.0,"Tokyo, JP","Chicago, ILLINOIS, US",1,1106.51596459
FY17-18,101.0,"Tokyo, JP","Hong Kong, HK",1,318.77566238
FY17-18,101.0,"Tokyo, JP","Seoul, KR",4,608.53955528
FY17-18,101.0,"Tokyo, JP","Washington, DISTRICT OF COLUMBIA, US",5,5955.373293049999
FY17-18,101.0,"Toronto, CA","Baltimore, MARYLAND, US",5,337.4273816
FY17-18,101.0,"Toronto, CA","Beijing, CN",2,2319.88015342
FY17-18,101.0,"Toronto, CA","Halifax, CA",1,155.84073867
FY17-18,101.0,"Toronto, CA","Philadelphia, PENNSYLVANIA, US",1,67.48547632
FY17-18,101.0,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",1,70.0210578
FY17-18,101.0,"Tucson, ARIZONA, US","Atlanta, GEORGIA, US",1,271.71998747
FY17-18,101.0,"Waco, TEXAS, US","Dallas, TEXAS, US",2,42.79190642
FY17-18,101.0,"Walvis Bay, NA","Johannesburg, ZA",2,343.66881294
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Addis Ababa, ET",2,2540.29884118
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Amsterdam, NL",5,3408.8829157
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Beijing, CN",10,12206.171311999999
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Brussels, BE",1,686.19910898
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",4,475.90913936
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Dallas, TEXAS, US",1,210.33532884
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Delhi, IN",4,5297.83215148
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",1,1247.15228623
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Frankfurt, DE",3,2158.36950984
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Houston, TEXAS, US",1,213.16574538
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Las Vegas, NEVADA, US",1,364.23922799
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","London, GB",6,3888.99232062
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Mexico City, MX",1,329.74352646
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Montreal, CA",2,190.36365576
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","New Orleans, LOUISIANA, US",1,188.80329792
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","New York, NEW YORK, US",1,54.57170088
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Panama City, PA",1,365.47753523
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Paris, FR",1,680.71517694
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","San Francisco, CALIFORNIA, US",3,1280.0558784599998
FY17-18,101.0,"Washington, DISTRICT OF COLUMBIA, US","Tokyo, JP",6,7146.4479516599995
FY17-18,101.0,"West Palm Beach, FLORIDA, US","Atlanta, GEORGIA, US",1,106.29937744
FY17-18,101.0,"West Palm Beach, FLORIDA, US","Baltimore, MARYLAND, US",12,2069.03448792
FY17-18,110.0,"Albany, NEW YORK, US","Baltimore, MARYLAND, US",2,138.47268592
FY17-18,110.0,"Albuquerque, NEW MEXICO, US","Baltimore, MARYLAND, US",5,1472.7011039499998
FY17-18,110.0,"Albuquerque, NEW MEXICO, US","San Diego, CALIFORNIA, US",1,122.09800051
FY17-18,110.0,"Amman, JO","Kuwait, KW",1,142.77274181
FY17-18,110.0,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",17,1906.56222844
FY17-18,110.0,"Atlanta, GEORGIA, US","Birmingham, ALABAMA, US",1,31.97372783
FY17-18,110.0,"Atlanta, GEORGIA, US","Daytona Beach, FLORIDA, US",2,142.77274182
FY17-18,110.0,"Atlanta, GEORGIA, US","New York, NEW YORK, US",1,147.84390477
FY17-18,110.0,"Austin, TEXAS, US","Baltimore, MARYLAND, US",1,236.87048387
FY17-18,110.0,"Baltimore, MARYLAND, US","Albuquerque, NEW MEXICO, US",2,589.08044158
FY17-18,110.0,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",14,1570.1100704799999
FY17-18,110.0,"Baltimore, MARYLAND, US","Austin, TEXAS, US",1,236.87048387
FY17-18,110.0,"Baltimore, MARYLAND, US","Birmingham, ALABAMA, US",5,663.15207945
FY17-18,110.0,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",24,1722.6350486400002
FY17-18,110.0,"Baltimore, MARYLAND, US","Buffalo, NEW YORK, US",1,67.55351518
FY17-18,110.0,"Baltimore, MARYLAND, US","Charleston, SOUTH CAROLINA, US",1,92.06111221
FY17-18,110.0,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",4,280.86441012
FY17-18,110.0,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",10,1188.01744592
FY17-18,110.0,"Baltimore, MARYLAND, US","Cincinnati, OHIO, US",2,166.95828824
FY17-18,110.0,"Baltimore, MARYLAND, US","Cleveland, OHIO, US",4,244.19600104
FY17-18,110.0,"Baltimore, MARYLAND, US","Columbus, OHIO, US",3,196.0199529
FY17-18,110.0,"Baltimore, MARYLAND, US","Dallas, TEXAS, US",18,3839.8138333800002
FY17-18,110.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",3,788.62480737
FY17-18,110.0,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",10,793.8320481
FY17-18,110.0,"Baltimore, MARYLAND, US","Fort Lauderdale, FLORIDA, US",5,903.0570964499999
FY17-18,110.0,"Baltimore, MARYLAND, US","Fort Myers, FLORIDA, US",3,538.32345273
FY17-18,110.0,"Baltimore, MARYLAND, US","Grand Rapids, MICHIGAN, US",2,205.57714464
FY17-18,110.0,"Baltimore, MARYLAND, US","Hartford, CONNECTICUT, US",2,135.5878383
FY17-18,110.0,"Baltimore, MARYLAND, US","Houston, TEXAS, US",2,438.00695897
FY17-18,110.0,"Baltimore, MARYLAND, US","Indianapolis, INDIANA, US",6,601.51794504
FY17-18,110.0,"Baltimore, MARYLAND, US","Islip, NEW YORK, US",6,315.89081478
FY17-18,110.0,"Baltimore, MARYLAND, US","Jacksonville, FLORIDA, US",1,129.31465549
FY17-18,110.0,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",6,2227.89161598
FY17-18,110.0,"Baltimore, MARYLAND, US","London, GB",2,1281.47108674
FY17-18,110.0,"Baltimore, MARYLAND, US","Los Angeles, CALIFORNIA, US",5,2053.82099905
FY17-18,110.0,"Baltimore, MARYLAND, US","Manchester, NEW HAMPSHIRE, US",4,293.3472728
FY17-18,110.0,"Baltimore, MARYLAND, US","Memphis, TENNESSEE, US",2,306.22022492
FY17-18,110.0,"Baltimore, MARYLAND, US","Miami, FLORIDA, US",5,923.536793
FY17-18,110.0,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",11,2001.74405629
FY17-18,110.0,"Baltimore, MARYLAND, US","New Orleans, LOUISIANA, US",3,529.1109912300001
FY17-18,110.0,"Baltimore, MARYLAND, US","Newark, NEW JERSEY, US",4,161.55146692
FY17-18,110.0,"Baltimore, MARYLAND, US","Oakland, CALIFORNIA, US",3,1294.38486219
FY17-18,110.0,"Baltimore, MARYLAND, US","Omaha, NEBRASKA, US",1,180.61595521
FY17-18,110.0,"Baltimore, MARYLAND, US","Orlando, FLORIDA, US",13,1995.50262496
FY17-18,110.0,"Baltimore, MARYLAND, US","Philadelphia, PENNSYLVANIA, US",3,64.18785962999999
FY17-18,110.0,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",5,1762.8187989
FY17-18,110.0,"Baltimore, MARYLAND, US","Pittsburgh, PENNSYLVANIA, US",1,50.24442944
FY17-18,110.0,"Baltimore, MARYLAND, US","Portland, MAINE, US",1,87.96517289
FY17-18,110.0,"Baltimore, MARYLAND, US","Providence, RHODE ISLAND, US",3,190.75374521999998
FY17-18,110.0,"Baltimore, MARYLAND, US","Raleigh/Durham, NORTH CAROLINA, US",7,429.121084
FY17-18,110.0,"Baltimore, MARYLAND, US","Rochester, NEW YORK, US",2,133.18379862
FY17-18,110.0,"Baltimore, MARYLAND, US","Salt Lake City, UTAH, US",1,328.68212026
FY17-18,110.0,"Baltimore, MARYLAND, US","San Antonio, TEXAS, US",1,248.36905105
FY17-18,110.0,"Baltimore, MARYLAND, US","San Diego, CALIFORNIA, US",3,1214.24869401
FY17-18,110.0,"Baltimore, MARYLAND, US","San Francisco, CALIFORNIA, US",1,433.40753209
FY17-18,110.0,"Baltimore, MARYLAND, US","San Jose, CALIFORNIA, US",1,430.04641246
FY17-18,110.0,"Baltimore, MARYLAND, US","Seattle, WASHINGTON, US",2,823.29740994
FY17-18,110.0,"Baltimore, MARYLAND, US","St Louis, MISSOURI, US",4,573.431504
FY17-18,110.0,"Baltimore, MARYLAND, US","Tampa, FLORIDA, US",3,493.26812028000006
FY17-18,110.0,"Baltimore, MARYLAND, US","Toronto, CA",5,337.4273816
FY17-18,110.0,"Bangkok, TH","Seoul, KR",1,402.8036533
FY17-18,110.0,"Beijing, CN","Shanghai, CN",1,133.02050535
FY17-18,110.0,"Beijing, CN","Shenzhen, CN",2,429.86951142
FY17-18,110.0,"Birmingham, ALABAMA, US","Atlanta, GEORGIA, US",1,31.97372783
FY17-18,110.0,"Birmingham, ALABAMA, US","Baltimore, MARYLAND, US",2,265.26083178
FY17-18,110.0,"Birmingham, ALABAMA, US","Charlotte, NORTH CAROLINA, US",2,136.53131048
FY17-18,110.0,"Birmingham, ALABAMA, US","Orlando, FLORIDA, US",1,93.23138058
FY17-18,110.0,"Birmingham, ALABAMA, US","Tampa, FLORIDA, US",2,179.05106146
FY17-18,110.0,"Bogota, CO","Quito, EC",3,258.0441768
FY17-18,110.0,"Bogota, CO","Rio de Janeiro, BR",3,1496.05204038
FY17-18,110.0,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",22,1579.08212792
FY17-18,110.0,"Boston, MASSACHUSETTS, US","Chicago, ILLINOIS, US",1,167.15333297
FY17-18,110.0,"Cairo, EG","London, GB",1,387.94396648
FY17-18,110.0,"Casablanca, MA","London, GB",4,907.14849984
FY17-18,110.0,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",12,842.59323036
FY17-18,110.0,"Charlotte, NORTH CAROLINA, US","Louisville, KENTUCKY, US",1,65.14493957
FY17-18,110.0,"Chengdu, CN","Shanghai, CN",1,182.20806451
FY17-18,110.0,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",20,2378.18038386
FY17-18,110.0,"Chicago, ILLINOIS, US","Birmingham, ALABAMA, US",1,111.17549567
FY17-18,110.0,"Chicago, ILLINOIS, US","Greensboro/High Point, NORTH CAROLINA, US",1,114.6863008
FY17-18,110.0,"Chicago, ILLINOIS, US","Minneapolis/St Paul, MINNESOTA, US",2,135.3610421
FY17-18,110.0,"Chicago, ILLINOIS, US","New York, NEW YORK, US",1,143.74796546
FY17-18,110.0,"Chicago, ILLINOIS, US","Philadelphia, PENNSYLVANIA, US",1,131.65519225
FY17-18,110.0,"Chicago, ILLINOIS, US","Portland, OREGON, US",2,615.26179454
FY17-18,110.0,"Chicago, ILLINOIS, US","Seattle, WASHINGTON, US",1,305.50808487
FY17-18,110.0,"Cincinnati, OHIO, US","Baltimore, MARYLAND, US",1,83.47914412
FY17-18,110.0,"Cincinnati, OHIO, US","Chicago, ILLINOIS, US",1,63.46664771
FY17-18,110.0,"Cleveland, OHIO, US","Baltimore, MARYLAND, US",5,305.2450013
FY17-18,110.0,"Columbus, OHIO, US","Baltimore, MARYLAND, US",3,196.0199529
FY17-18,110.0,"Dallas, TEXAS, US","Baltimore, MARYLAND, US",13,2771.15468994
FY17-18,110.0,"Dallas, TEXAS, US","Beijing, CN",1,1229.63908391
FY17-18,110.0,"Dallas, TEXAS, US","Chicago, ILLINOIS, US",1,154.6704703
FY17-18,110.0,"Dallas, TEXAS, US","El Paso, TEXAS, US",2,218.84018622
FY17-18,110.0,"Dallas, TEXAS, US","Kona, HAWAII, US",1,657.18733948
FY17-18,110.0,"Dallas, TEXAS, US","Nashville, TENNESSEE, US",1,121.12277687
FY17-18,110.0,"Dallas, TEXAS, US","Phoenix, ARIZONA, US",1,170.85918283
FY17-18,110.0,"Dallas, TEXAS, US","San Francisco, CALIFORNIA, US",1,260.39832132
FY17-18,110.0,"Daytona Beach, FLORIDA, US","Atlanta, GEORGIA, US",2,142.77274182
FY17-18,110.0,"Delhi, IN","Dehra Dun, IN",1,31.01211195
FY17-18,110.0,"Delhi, IN","Jaipur, IN",1,34.37776751
FY17-18,110.0,"Delhi, IN","Newark, NEW JERSEY, US",1,1292.08514874
FY17-18,110.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",5,1314.37467895
FY17-18,110.0,"Detroit, MICHIGAN, US","Baltimore, MARYLAND, US",6,476.29922885999997
FY17-18,110.0,"Detroit, MICHIGAN, US","Chicago, ILLINOIS, US",1,54.57170088
FY17-18,110.0,"Detroit, MICHIGAN, US","Houston, TEXAS, US",2,379.98341998
FY17-18,110.0,"Detroit, MICHIGAN, US","Indianapolis, INDIANA, US",2,110.58582556
FY17-18,110.0,"Detroit, MICHIGAN, US","Seattle, WASHINGTON, US",1,339.64998434
FY17-18,110.0,"Dubai, AE","Casablanca, MA",1,667.80140149
FY17-18,110.0,"Edinburgh, GB","London, GB",1,64.36476065
FY17-18,110.0,"El Paso, TEXAS, US","Phoenix, ARIZONA, US",1,67.29043159
FY17-18,110.0,"Fort Lauderdale, FLORIDA, US","Baltimore, MARYLAND, US",4,722.44567716
FY17-18,110.0,"Fort Myers, FLORIDA, US","Baltimore, MARYLAND, US",3,538.32345273
FY17-18,110.0,"Grand Rapids, MICHIGAN, US","Baltimore, MARYLAND, US",2,205.57714464
FY17-18,110.0,"Greensboro/High Point, NORTH CAROLINA, US","Charlotte, NORTH CAROLINA, US",1,19.95352939
FY17-18,110.0,"Guangzhou, CN","Chongqing, CN",1,116.83179282
FY17-18,110.0,"Guatemala City, GT","San Pedro Sula, HN",1,43.99392626
FY17-18,110.0,"Harrisburg, PENNSYLVANIA, US","Charlotte, NORTH CAROLINA, US",1,80.35842845
FY17-18,110.0,"Hartford, CONNECTICUT, US","Baltimore, MARYLAND, US",4,271.1756766
FY17-18,110.0,"Hong Kong, HK","Shanghai, CN",1,151.93984409
FY17-18,110.0,"Hong Kong, HK","Taipei, TW",1,97.52236463
FY17-18,110.0,"Honolulu, HAWAII, US","Los Angeles, CALIFORNIA, US",3,1353.29290635
FY17-18,110.0,"Houston, TEXAS, US","Atlanta, GEORGIA, US",2,267.991458
FY17-18,110.0,"Houston, TEXAS, US","Baltimore, MARYLAND, US",3,654.35692296
FY17-18,110.0,"Houston, TEXAS, US","Port of Spain, TT",1,452.86664578
FY17-18,110.0,"Indianapolis, INDIANA, US","Baltimore, MARYLAND, US",4,401.01196336
FY17-18,110.0,"Indianapolis, INDIANA, US","Charlotte, NORTH CAROLINA, US",1,83.28409939
FY17-18,110.0,"Indianapolis, INDIANA, US","Dallas, TEXAS, US",1,147.06372586
FY17-18,110.0,"Indianapolis, INDIANA, US","Philadelphia, PENNSYLVANIA, US",1,114.29621134
FY17-18,110.0,"Indianapolis, INDIANA, US","Washington, DISTRICT OF COLUMBIA, US",2,184.90240334
FY17-18,110.0,"Islip, NEW YORK, US","Baltimore, MARYLAND, US",7,368.53928391
FY17-18,110.0,"Istanbul, TR","Dubai, AE",1,332.57394299
FY17-18,110.0,"Jacksonville, FLORIDA, US","Baltimore, MARYLAND, US",1,129.31465549
FY17-18,110.0,"Kansas City, MISSOURI, US","Baltimore, MARYLAND, US",1,187.82807427
FY17-18,110.0,"Kansas City, MISSOURI, US","St Louis, MISSOURI, US",1,56.73533659
FY17-18,110.0,"Kona, HAWAII, US","Honolulu, HAWAII, US",2,78.37169376
FY17-18,110.0,"Kuwait, KW","Abu Dhabi, AE",1,102.98361705
FY17-18,110.0,"Las Vegas, NEVADA, US","Baltimore, MARYLAND, US",4,1485.26107732
FY17-18,110.0,"Las Vegas, NEVADA, US","Charlotte, NORTH CAROLINA, US",1,337.880974
FY17-18,110.0,"Las Vegas, NEVADA, US","San Francisco, CALIFORNIA, US",2,161.10694636
FY17-18,110.0,"Las Vegas, NEVADA, US","Tucson, ARIZONA, US",1,70.99628145
FY17-18,110.0,"Lima, PE","Rio de Janeiro, BR",3,1244.49877074
FY17-18,110.0,"Little Rock, ARKANSAS, US","Charlotte, NORTH CAROLINA, US",1,124.43853726
FY17-18,110.0,"London, GB","Baltimore, MARYLAND, US",5,3203.67771685
FY17-18,110.0,"London, GB","Edinburgh, GB",1,64.36476065
FY17-18,110.0,"London, GB","Mumbai, IN",1,792.16282805
FY17-18,110.0,"Los Angeles, CALIFORNIA, US","Baltimore, MARYLAND, US",4,1643.05679924
FY17-18,110.0,"Los Angeles, CALIFORNIA, US","Chicago, ILLINOIS, US",1,307.63089727
FY17-18,110.0,"Los Angeles, CALIFORNIA, US","Honolulu, HAWAII, US",1,451.09763545
FY17-18,110.0,"Los Angeles, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,65.73007376
FY17-18,110.0,"Louisville, KENTUCKY, US","Chicago, ILLINOIS, US",1,68.75553502
FY17-18,110.0,"Manchester, NEW HAMPSHIRE, US","Baltimore, MARYLAND, US",5,366.68409099999997
FY17-18,110.0,"Mexico City, MX","Monterrey, MX",6,517.25862198
FY17-18,110.0,"Miami, FLORIDA, US","Baltimore, MARYLAND, US",3,554.1220758
FY17-18,110.0,"Miami, FLORIDA, US","Bogota, CO",3,801.8923848899999
FY17-18,110.0,"Miami, FLORIDA, US","Panama City, PA",1,204.49759474
FY17-18,110.0,"Milwaukee, WISCONSIN, US","Baltimore, MARYLAND, US",1,124.63358199
FY17-18,110.0,"Minneapolis/St Paul, MINNESOTA, US","Baltimore, MARYLAND, US",7,1273.83712673
FY17-18,110.0,"Minneapolis/St Paul, MINNESOTA, US","Chicago, ILLINOIS, US",3,203.04156315
FY17-18,110.0,"Minneapolis/St Paul, MINNESOTA, US","Kansas City, MISSOURI, US",1,76.6525786
FY17-18,110.0,"Minneapolis/St Paul, MINNESOTA, US","Pasco, WASHINGTON, US",2,441.8987817
FY17-18,110.0,"Minneapolis/St Paul, MINNESOTA, US","Portland, OREGON, US",1,251.37636861
FY17-18,110.0,"Monterrey, MX","Houston, TEXAS, US",3,239.90501697000002
FY17-18,110.0,"Montreal, CA","New York, NEW YORK, US",1,63.19449228
FY17-18,110.0,"Montreal, CA","Toronto, CA",2,122.48808998
FY17-18,110.0,"Mumbai, IN","London, GB",1,792.16282805
FY17-18,110.0,"Mumbai, IN","Pune, IN",1,18.51110558
FY17-18,110.0,"Munich, DE","Ankara, TR",1,209.98152677
FY17-18,110.0,"Nashville, TENNESSEE, US","Baltimore, MARYLAND, US",3,342.30349983
FY17-18,110.0,"New Orleans, LOUISIANA, US","Baltimore, MARYLAND, US",2,352.74066082
FY17-18,110.0,"New Orleans, LOUISIANA, US","San Francisco, CALIFORNIA, US",1,337.17336987
FY17-18,110.0,"New York, NEW YORK, US","Houston, TEXAS, US",1,252.08397275
FY17-18,110.0,"New York, NEW YORK, US","Rochester, NEW YORK, US",2,124.04844781
FY17-18,110.0,"Newark, NEW JERSEY, US","Atlanta, GEORGIA, US",1,145.11327856
FY17-18,110.0,"Newark, NEW JERSEY, US","Baltimore, MARYLAND, US",1,40.38786673
FY17-18,110.0,"Newark, NEW JERSEY, US","Burlington, VERMONT, US",1,63.94745565
FY17-18,110.0,"Newark, NEW JERSEY, US","Delhi, IN",1,1292.08514874
FY17-18,110.0,"Newark, NEW JERSEY, US","Detroit, MICHIGAN, US",2,189.58347684
FY17-18,110.0,"Newark, NEW JERSEY, US","Ottawa, CA",1,63.97467119
FY17-18,110.0,"Newark, NEW JERSEY, US","Portland, OREGON, US",1,428.98500626
FY17-18,110.0,"Newark, NEW JERSEY, US","Washington, DISTRICT OF COLUMBIA, US",1,47.59998579
FY17-18,110.0,"Norfolk, VIRGINIA, US","Baltimore, MARYLAND, US",1,38.22423101
